return_id,order_id,product_id,return_date,return_reason,quantity,refund_amount
a8fe5d9a-1bb5-4684-901d-835620539497,a3b32d09-7e73-427c-8623-5c08b68c65d3,149adcf8-7884-4763-a3ff-8dcbb8ac1042,2024-06-30,Particular example beyond better strategy brother.,3,26.37
d042c5ac-dc70-4076-b30e-cee45477097c,9e98cef4-c60e-44d2-b48d-732317133e4e,9c6469e2-8596-4747-9d78-761272962875,2024-07-18,Organization page long far.,4,785.24
19436077-4710-4b0a-8008-9b2ad224e362,7d2e527b-d9a0-4618-8582-ac39401e2b67,12877ba7-e09f-411d-99df-f82b40a5273b,2024-06-02,Anyone activity only chance condition.,2,456.0
d3c81433-292b-493f-90b4-fb307f75be8c,8f866051-7d72-4b52-8695-a43585d046fa,633bed1f-2c8c-4a36-bd96-db1413394b3d,2024-08-26,Amount wall we national.,5,1895.3
5577af2b-c9fb-41e2-8aeb-4d8a959bf586,d1737d6a-a4ae-4436-aeeb-979a9022a564,8dfeca93-f1d9-4007-b06b-d794ef96b271,2024-05-08,Left education now condition mean agree.,1,116.64
af7ba7ba-9851-4870-a79a-196be84ecf73,0089530f-7eaf-4da1-b443-84b4ff8785fd,a2ba79eb-1712-4b4f-b63f-f8a48d585703,2024-04-09,Teacher year music I.,2,48.94
958570f2-1622-4ab0-8d6f-af6580766be9,a3a0b8c8-3f83-4708-b997-7e1da557e46f,c74b2135-591e-4ee5-8a6d-95ab6a2f8e10,2024-08-26,Might actually involve then.,5,958.8
1c232e2e-0454-4a31-85d7-e16b8f6927c2,89a8921f-20eb-41e7-983b-ed53dbfb42b3,c955d9c9-e2eb-48cc-84f3-cf19e196dfc2,2024-08-10,Address card sister tell machine size receive safe.,5,1982.85
8e7b2049-0f49-471a-b87a-bb8e487b16a9,9d96a520-b7c1-44bb-a226-8c235e085623,0044e0cb-0541-4faf-98b8-c709612781d5,2024-08-14,Hair find assume speak personal stand compare.,2,721.42
a7fd46dd-b33a-4de4-a57f-2fafd78d2f37,2f1a9d1b-d164-4deb-875d-e1fc1cddbf47,e25596a2-880f-4761-9ec9-0eba96c08294,2024-08-09,Far maintain wide fish choose program stock.,1,11.4
d3d0e484-7d75-4213-b5b7-b42cf6e8c0e1,36f99eae-bd15-4362-a905-6c5e6f04c75b,12617aa7-58ca-454f-8445-688187da124a,2024-08-18,Recent time lead arm vote.,2,163.04
67334d90-da9d-413a-8cb9-545ae5d064b6,b69c63c7-e73d-4814-a790-f8e993c646b8,cf912299-1b9f-4d6e-83c5-f3cc78b185d7,2024-06-10,Have not range positive enough place notice.,2,780.9
9cd8478b-30d4-4ef1-b118-faa98270d229,285f74be-ae08-4026-bb48-98679a65ce84,0447de7b-0b8e-4600-bbc1-03d18e418f37,2024-06-25,Area statement like though even game down.,1,120.06
aeeee48f-79ba-4463-98d7-58f92dd9080b,54aadcdd-e05d-4ffd-80e0-d2cfdab44a4b,9b45a351-f54c-4a4d-9194-e5be68896736,2024-07-01,For hear way.,1,148.43
e002f797-198d-4086-9a65-58d4248ccd2a,715f48b7-e3e0-4c1c-89db-4a1b103c8e7c,447e9afe-4763-4be1-948a-cb0c7bb5509f,2024-04-24,Present executive gun appear.,7,1001.35
9cce5be2-fe8d-4531-8d0c-74e03903e4d3,a91bea92-ac2e-416e-bd58-40ddbb37c724,1361bbef-26bf-4924-9123-8114e18a465a,2024-03-16,Walk operation often top ago develop.,4,278.72
0e2c9186-4c00-4a83-bfa6-459c55b42903,12ac4229-4cab-495c-a295-929a98561940,48b328e8-30ab-4446-91b2-51806aad6044,2024-09-01,Special amount hour establish.,1,188.63
53f6db71-0d2c-4311-9e68-756361740d46,d2c16a25-f641-4664-bf3f-0f5893d22e0a,baae46f8-bc56-4150-af79-310c04be3392,2024-05-13,Current home capital fact state.,5,203.8
94f45643-1fe6-40d0-bc14-27f26c78827f,9d216a8f-de25-4c80-9529-762ed3463979,c5837a66-e30f-40b0-9c21-fd4a2bc9049d,2024-08-28,Stop sport student.,5,2026.3
ab54d0f4-5af9-47cd-8f93-90d09fe97a99,cd9e5a78-3c48-427b-b92f-e30b6b47673d,4e76fc98-b29b-4d9f-9831-a18256f28711,2024-05-06,Population concern general push image arm.,1,173.2
bddda1c1-5633-4c9f-9caf-56534698c247,0b9d2476-997e-4072-970e-e8923db67e13,3640bd98-ce7f-46ba-8c02-53fd63d2d2af,2024-07-23,Here letter coach police condition hotel reduce best.,8,3181.2
0ef7fe79-94fb-4bcd-aed1-823bb412436f,4f8c1d87-b1f2-49ff-b64f-7d77626c64b1,3a28201b-42bf-449a-b918-4799e2e0a8a9,2024-02-17,Candidate region your record.,2,219.48
1047722e-1042-43ef-a847-bc7acfde1add,b2079f60-bb27-4905-90b4-2cb9c48bf6a0,120a91fc-9b67-44c5-90ec-c3e493a91211,2024-08-03,Mouth industry energy.,6,2418.24
7307533d-70e0-4fb1-b973-3d0a6c553494,eb43c139-0941-4ae8-bcdb-2315dbdfa2b7,2e413f8b-0ef9-48ec-b419-eef562e9f755,2024-04-11,Up now may.,1,428.06
267cb453-becd-43bd-beb7-9581683022c2,d83c22ff-e2e2-43c8-b04e-69d433da7597,0f5046a7-f5ef-40ee-baf1-c1fa06077241,2024-03-29,Article control we director.,1,307.54
422522fe-2757-4e0e-8ee8-837a959e8398,dae354f0-4232-4cf1-9cb0-db77b4e81465,15317c6f-cfe0-4356-a061-67de01467ec6,2024-08-09,Decision she resource will.,6,160.5
4e092733-ad9f-4d6e-8b45-f67fd15d5fc6,fd9e05c9-ccb5-45c6-9ed0-ec52a2e03e01,c83c89f4-6c65-4481-9478-cc5e74f0c7a2,2024-05-20,Bring seat attorney key car may.,7,1105.86
091a4031-2c26-46fa-a9cb-1b439326ac3e,dc40731c-215c-45b4-94d9-4bf592fcb345,04733e93-464a-48fa-aa20-8444e00cceae,2024-07-03,Admit brother nearly fear practice month hair.,10,1653.2
c67a25d4-8e50-419e-892d-bd69ffcd3be5,0cf80da9-4ede-4719-9f1f-cbe897b6f227,54902275-5b41-45ef-abf4-55a0e7ce0914,2024-02-08,Successful possible key traditional range support.,4,707.48
2703f996-8356-4845-8456-ae789f2b0100,286eb565-56e6-4e51-9538-9904b6b7f777,1dd809c3-dc1b-4241-8faf-c792780f12b3,2024-08-20,Federal process beat ability.,1,277.3
4ee1caf0-707e-4084-a03e-783b7ce6daec,8f836d05-399b-4b0c-9b57-56ede7d72209,0ab5e712-73a2-4b7f-97c3-fcc388a448ec,2024-07-20,Site section heavy house answer trade because.,6,404.64
41924e07-9714-4b82-8aa7-9ca89c0abba2,686fc33d-ad43-4ae8-86a6-ec33626150d8,57035c89-feae-441a-a513-f4909964ba58,2024-05-30,Large part quality enough behind.,1,420.05
b11159a5-725e-4f73-8a35-2c12cdd3d892,0243a6c3-28b7-4f38-87ed-382fc8924070,830d7691-461f-48cc-b0e4-4fd7b23c6130,2024-08-22,Open animal through.,5,1858.0
2d3466e3-3045-4ee2-9c91-abbc851f3ec4,06f431de-fc78-4cbd-b2c4-4893f40f0db9,36d6e2f9-3e61-4471-9ba2-e90783d62a07,2024-06-05,Responsibility idea pattern end work religious.,3,1047.84
5ee552b7-593c-459f-82d9-fdfb6e3e2cf7,00f48399-3c6a-4e41-b573-f2f4f53d366b,2560a81a-9eab-4680-91e4-b8584201c194,2024-08-21,Something nor down stop suddenly.,1,177.18
223fb95a-9b3b-4507-afaf-f8ba9c39c7d0,f57cfa52-784b-4f3e-8efe-fa3d81947741,b1dfc16c-b880-456c-8d91-28c416ed3395,2024-08-14,Place anyone project and.,9,3255.66
10aa4842-b062-4d27-9f55-ff265efb651b,1d93c952-d42e-44aa-9fa1-e935c2d0fbe0,d1f8fe8b-cd17-4b40-8199-8dc61c421292,2024-08-19,Poor continue itself.,1,377.55
f3645c94-fca6-4fc2-bec3-635056455a3b,454a7442-5efa-45b2-98fd-df37d33eaa2f,95fb98e2-ad18-419b-87bc-87e8eac9861c,2024-08-27,Himself middle article through.,2,142.7
fc8b8372-30ab-4ab1-905b-188c8cedcaea,d21fe763-d9c8-46ff-a1f0-788cfe9ce5a6,8fce50d6-f187-4c90-b127-703f6893d9a1,2024-08-18,Beyond at offer green interview.,10,4736.4
e747f968-5953-4564-a209-f3a3c6c9750e,4eca670f-26c9-46ff-81ad-09ba7869bc09,eb9dede9-56d4-4798-a408-f626f0532595,2024-08-31,Gun exist require.,8,3307.84
e0359511-c606-4708-9932-8a2ee7230690,0cee98c1-ce70-401b-9566-b4798a4e120b,eb9f16ed-31db-4b86-9a60-e74705aedade,2024-05-31,System site local.,5,1863.55
c1e7b296-7aee-4a53-afe9-4f1ca8d3823e,8c19dc10-d42c-455e-9621-90d554832a42,c9a4e0a7-bc6f-4e65-bd25-4c53c28426f9,2024-04-03,Network fire stay as.,1,220.3
2bf521ff-78a6-4cbc-8cdc-b1988e4d6edf,ef09a2e6-9803-4140-b9ed-1687051ace93,a44643e5-ae57-404f-afd9-76b8d69bc73f,2024-08-12,Many actually mouth per institution company parent character.,1,448.72
5163c869-7095-44e6-a762-9bfc6c883562,4e2779aa-9074-4411-be97-ccd3a07b63b9,c60f98ef-dd91-4c5c-8c0c-2a1a958b0532,2024-08-26,Of sometimes help cover traditional.,2,458.64
214104f3-e535-449c-9b81-b23ee7a3f467,b7dc35b0-87b1-4c6e-8322-2ebfa701290a,b8265f53-d21b-40fc-82e3-d23e7513ddf8,2024-06-07,Table so simple rule center.,2,292.6
88e76d92-82f4-4580-a9ee-1eba2a834237,61632af1-47ca-4462-a564-156c0ebd99f2,314dd39c-dcf5-403d-9d06-aca2eaff0017,2024-05-07,Nice hair low college behavior open.,6,749.7
2d0660de-2a25-4960-a955-fdc0a002fe70,f099e076-dc58-4634-9c52-0bfed15e783e,ea5abeb4-19f9-4c42-9d3b-0e6e9cab7925,2024-08-09,Into cost require experience any.,5,242.0
c8b2bd17-9dbc-49ab-a4fd-e67e69a1e566,6ac66ea3-6d0c-4a59-9e7f-b459db9f91bf,e68f58af-a87b-4203-b7a5-0587557de1e1,2024-05-26,Population represent teacher off authority sort suffer.,1,274.62
7785b8c4-0a79-44b9-90ae-c857ef5ea7fc,7c04cc7c-594a-4d0c-8c0a-5b38171cd40f,fb1ad335-19ca-4efd-85da-a88e19eaccd6,2024-07-29,Bag prevent do southern over record.,2,418.08
97d93a66-5995-4765-9f94-052791ba6b7b,e179639e-c892-4d15-96ec-5a5a1a71a467,4e3c404f-384c-4d4f-96f7-af4a909ef87b,2024-07-13,Bring significant east head herself.,3,636.9
8d753182-c947-4d0f-afe5-93a3725119f0,89ecd82b-fe8f-476d-a352-2c98a57a87f2,02294488-1b58-443f-96c5-6afa52c0e4b7,2024-07-13,Politics beyond news some.,1,13.7
77893e14-69a3-49c4-ae08-7c7f4e84b312,d0cd483d-05c4-4780-b97d-65bedab414d8,964e143c-a2ab-40c3-9d42-6ed42dc34807,2024-08-04,These each teach.,2,935.96
d7a3e65f-676b-47cd-886e-4adc3794e971,cd30aa90-4f02-44b6-9890-2074d3242459,6303d845-7293-426d-8377-c41944a1867b,2024-08-31,Important grow throw beat.,6,2701.02
a8a1f153-8a87-46d8-834c-c54c4fa3d929,d6790b20-5be1-4207-9e41-416d8b6d2856,aa5384ad-8bf1-4c3d-95ad-7b4ac227b228,2024-09-02,Small network training girl.,2,519.66
ca66e528-f4eb-4f76-adfc-bace29b97645,3f29bc78-0e93-46f9-b924-5f3364aaf211,0cf35677-61fd-4999-9a12-c77d6c2b5eca,2024-09-01,Style many structure nature.,1,420.2
d63f6973-13ba-4ff0-92e5-7b6b432d018f,2a0b19c6-a558-495c-8b59-8bcd4d5854e9,9687e434-9f63-42b0-a1cd-ba83bf4d3c1a,2024-08-18,Crime stuff author surface.,2,96.56
697a1eee-9436-4d19-b30e-b3cecbee0b8a,742d3411-86ff-490b-a5ef-609d90025cd8,9e806781-852b-4abc-a0c8-31e3787bd183,2024-04-29,Security shake light well her cut.,3,277.92
e1810135-8cda-4f5c-8140-e5d8c6cb48df,a61725e8-6d12-4f1b-933b-24ef9bdd9a46,a5e87f0b-4566-457f-8bcf-d24e7000a38d,2024-08-23,Rise mean prevent which.,3,227.16
46defc8a-06af-4e91-b952-48ad530befc4,b6e34eb1-417c-46d1-bdcb-fa465cf9e406,9a410071-bfcf-44c1-942b-4608875429f0,2024-08-13,Office would yet least listen only.,1,8.46
a4395d70-85b9-4a8b-888a-0cfc6f4bed83,efbf1c72-66bf-4a91-8074-a4eb86a170fe,cf34a4be-c0b9-48dd-b29e-43446a8baffd,2024-04-08,Road cause executive speech concern finally put house.,6,1504.56
574a6019-bdf5-4790-8475-dc0016eedd28,48adc487-1f3c-42ad-b5c3-f6536a893b2e,7bb386b1-4e6e-4b54-b2ab-9a66650c5dcc,2024-06-26,Technology PM exactly lay assume.,4,1478.76
671adea3-6cf2-4810-b291-962493cf8494,40bc823d-e461-42c8-98ea-74e82b3a41c4,cbd67a53-6f50-458e-a769-5d2c892467d3,2024-05-31,Deep shoulder foot could defense instead right.,1,129.02
d1c0d2cb-cae9-4d42-ae93-59d11ddb807e,7518e8d1-d9b3-49f2-8e1f-3a570b6db023,2caa4026-16ba-4b2d-ba52-633aa49faf6f,2024-06-07,Most seem yet experience morning many.,3,610.95
f02bf3c3-f4e1-42f2-9ed1-9b293263d938,f42cebd7-fe23-4986-8a9e-70b82827449f,9373e370-757d-4ab7-a01e-a08e7f922a44,2024-08-05,Design father rich thing summer bit.,9,1043.91
f6b7ea5d-50d9-4e9d-b457-c3a3600c9d53,20ea3f92-dc2a-4bf3-8a70-9a396d39b456,5d26a5be-7693-47c8-94a4-73326cafc76d,2024-03-26,Instead high lose firm note wonder fact.,2,95.92
c0de1e57-ce6e-44b6-b8ad-2f34518fbf21,0a82ed68-dccd-48f4-baa6-8bd78f5a0e7b,f0a4c665-7458-4ec4-9b4a-e8c9ca7e915f,2024-06-22,If card recently chair tax force beautiful.,6,2005.2
af174156-f0f7-4de7-a314-f2a8b1171917,10ecda44-89d5-4eea-9713-01010d78f22f,b54f4503-ff58-4d89-b057-04667576f359,2024-05-29,After allow cultural both.,1,234.13
21f0f6cb-980f-4134-8d00-11f8ead202bc,1db22a8a-adf5-46ec-b928-e6770ce308d3,0b44d1e3-5264-4ca3-acc1-22eac2bd02d7,2024-03-01,These take detail address.,1,253.8
b80c9f7f-c439-4dd7-844e-0237e7bb570d,87fabdcd-a53e-4a31-ba2a-aa9f29f9e13d,e3c74a26-e273-44cb-b957-aaa6d050ab3c,2024-05-11,Whole party have hope author mission interesting can.,2,594.06
f916486b-131e-418b-b6f5-798fa98a5a0c,dff81296-29e6-42f9-965d-ae09e9da124e,53118032-7526-494d-b57d-9856940d5e40,2024-08-06,Hard woman great keep relationship gun work.,3,1175.76
2686d7f0-0340-4526-abd4-641fdd03b64c,d787ce6f-302d-478f-adb1-dfeeaee01512,11dfde31-f685-4f58-86c7-a43a061ab3e5,2024-02-27,Out budget point thing try especially.,3,721.32
fb9d6d6e-bda6-4733-80cb-44c65e7e0e8d,ed707cc7-d7bc-4f57-becf-ce24bcee276c,baf734ad-9fd5-48a3-9575-d7d729678a58,2024-05-25,Bag people ahead.,3,982.2
77c6d984-8048-42db-a378-ee3ba13ab9f4,338a30be-1b21-4abc-9631-deaf8a8a6f6a,38c1eec7-eb2a-4fb2-9e5a-7978de448bab,2024-08-28,What identify chance certain Democrat maintain nor.,4,1673.52
3468914a-0a5b-493d-a9a8-5fecfe474835,52b1aa7d-c422-4114-b948-90fa06600b31,1a7ebc4d-a569-4001-bf49-75833d398e48,2024-06-28,Yard nature own friend training.,1,23.5
937cb93c-a62c-442a-9383-641db76b8d38,bc180d1f-a4de-4131-baf4-a3b7618ed68d,de484a3a-4f0b-4dd8-98c6-a9acdf9383a2,2024-06-09,Grow her huge rule.,5,2480.05
bec90edd-b20a-490b-aede-eec14efdd4a2,8001fdd0-cc50-4bc5-ab0d-d69d6b0f27f2,5ce7e030-8622-4318-9bf4-690c00483d19,2024-08-17,Though remain whether billion number.,4,540.04
c40f632d-b8e4-4334-a7c1-3e4d11297dda,3c720a69-584c-4bf1-8de0-3164ec09bf24,54faa79e-b325-4108-8a61-e28b3d9e1bc6,2024-08-11,Body provide debate model election call.,4,298.48
7652e6e0-c2d7-4b9c-a01b-6d74d0db24a9,4f8382da-858d-45a3-aead-8c70452d4fe8,cfb522b4-609a-472c-8703-ae7b837e1b51,2024-07-28,Article strong kind value effect draw detail.,2,164.5
88328c2b-3cdd-4b35-94ec-0b00411ed08c,169e9d63-b009-4ee1-8928-e9f7f6d986ca,3d749686-c2eb-48e9-9482-929cd1ea474a,2024-05-06,Institution final able deep plan stage.,6,2544.36
b28957b0-dbe2-4cc9-a7bb-406b2f214dd4,b4f7e7a4-1db7-430e-b8b1-41314beecc60,155e4bc2-a0c6-4d0f-9bb4-ac6fd2366e04,2024-07-25,Media others per help item great employee deal.,2,282.02
58df308a-db67-4635-af71-537aa79a7ce2,7e34633c-332a-4972-a628-ab0799a57423,572d8bff-61f5-469b-86b6-64ff57a09495,2024-02-10,Work purpose dog note.,5,98.4
62e3dfd6-50da-463e-a2d5-8988c3b7a1ff,2028c134-1fd2-4bc7-9127-f5b89969538d,15389596-248f-4966-aa13-c23338c4eddf,2024-07-12,Fear thought since future.,2,708.14
e8ae0411-a5a8-4d00-b5c2-c9bc8622684b,b66e6255-289e-4d50-8afb-8ee12b426809,d31fd7e6-b86d-4a64-be10-1b576b31d9ce,2024-05-23,Song letter special respond take.,1,72.17
d7339abd-3539-4113-888c-94251c77b078,6c3106cc-8cb0-418d-a360-4eedc1b04de8,e2957b67-2f33-4c56-9580-c71787f7e666,2024-08-07,Include with reduce way full glass air.,4,186.8
11598aed-eda3-4ff9-af1a-25f441feda11,fc9e9b74-e1fb-448f-899b-60577d1eb247,3d889541-b014-430e-88c3-5f7b7c7983c8,2024-07-03,Support ahead once amount.,2,639.0
8b23509e-c485-4620-9e98-49a27b2fb90f,da3ecbf9-7962-4d5c-a3b3-f3779ef0c99c,2360e29b-dc81-470e-bc44-f4455ae9f400,2024-08-29,Tree save risk wide save add look.,7,586.81
87df882b-e2e3-49d9-8532-7a4ec4b5eac9,7e004bbd-e0cb-46c0-a72d-c86d555c386a,4b1a7e0c-7084-4906-9915-544eb4d8fc8a,2024-07-21,Occur resource major quite near visit decision.,2,847.2
b8910d89-87ad-4e9d-a94b-658a976cab2d,b58289a1-74b0-4925-ae71-726826b0a7ac,93b3a607-5605-467c-a91f-c010b1d4d9b6,2024-07-14,Personal our discuss do.,1,29.82
ce1c9630-2cc5-44b7-9f8c-c037bfb72bab,686ba88b-5ea5-4bdd-bd1e-923701f8323f,7f363c32-30bf-413b-8fa9-81f8af450e4d,2024-05-24,Woman east show south street capital against.,6,1622.94
1096307c-a0da-467b-a65c-242a1c6da1b1,544e43a8-d7db-4ae3-ac79-755a500ca693,3156e1e2-ba37-4d70-9856-b52591e97e17,2024-04-10,Together after up four investment through foot away.,2,383.84
8b045df9-9393-4802-bdba-46ebb2028116,17b49b46-ba74-4b4d-9234-017b083d8b21,3213a03d-43bd-4efc-b249-80348f12ce68,2024-07-02,Sell quality democratic important green year woman suffer.,2,287.0
7f8e0036-79d6-4fe0-99d6-1aaf1669ba73,7309230b-a8e9-49c9-821e-03402eb62d72,6aa72543-d99d-454c-b99a-742c0608154e,2024-06-22,Care outside religious police subject foot view.,3,87.66
7aee3b16-8d92-4323-ade9-f2fc93d9e8cf,1e53bffc-5988-47dc-9de6-8a2415f4e6b3,3e5cdcf1-b212-4792-99c5-15df3080ae95,2024-08-12,Couple company something new.,2,557.86
ddebcf5d-aeab-47f4-ac83-04dc4b525610,c5e78d9f-ae4e-412a-84c4-83d71b454d42,9719adaf-b5c3-4459-8327-5a0896b58e01,2024-08-31,Good picture eye gas indicate those.,1,349.2
108dda94-7ca9-4b2e-82b4-1da4fe99a6c9,49fcab23-e9fd-4ab2-98b4-da4ca4a60830,874a5243-971f-42f5-ab69-0ddac3bd00ef,2024-05-03,Model grow or side purpose pick before.,1,456.33
43233ae1-d56b-4eeb-bca4-7ee77d7c2fe6,f59aae89-b8bb-49cf-8317-bb31ee14c7d2,9083306f-4f0f-4ae1-857e-8594b82f6fb4,2024-08-15,Reveal her level growth.,2,154.8
08556b85-72cf-4ee5-8561-942ac4b9509a,84822670-f49a-4abc-89d8-945182313e5e,43ae765e-f36c-42a2-84e3-50e72a532c8d,2024-05-20,Effort share cause decide news reach.,4,407.56
b7585012-5da7-46c0-907d-370b340be9f1,f438a6dc-362b-4fa6-acc2-a5e32bfa624a,512e77bf-7342-4c06-b14e-ac2aedc32f6c,2024-08-26,She show reduce evidence also.,1,105.62
142688b1-4244-47ce-aa5d-8b2fb5ebb3ab,bac9b2fc-2ad7-453c-a16c-a2539d22a037,53dabf5a-ed6b-42a2-9ed6-16914539671f,2024-08-26,Attention actually turn west standard benefit.,2,744.36
e9e221d6-ee2b-4b55-93a9-bb5f83c3e359,15a1d857-778d-4803-9079-ce0d3abf9e50,0eb7afe7-494f-4530-b421-f1acddd71084,2024-09-01,Ground discussion wish.,1,13.36
bc5348c4-82d7-4153-b855-6eca130fc55e,fb59f7c0-87a4-4644-88b7-9ab4013ea269,69b7d8fe-4d27-45ca-a663-7801e79754cc,2024-05-10,Chair space technology where.,1,215.85
a6aec78a-2549-4029-869f-da09d1627029,353161da-e68a-4e0e-84e8-4f7c95acb8f0,f61a7969-0be3-40ad-9072-e5cc44025b33,2024-07-13,War her respond best name.,1,422.46
de49a67b-963f-405d-a12f-347b0775a5d2,61b5e6f0-139d-488c-9111-2fe517a18fcc,dab1ec52-04cb-4ac3-8cd6-6692f2bdacd6,2024-07-08,Article young north major information decide.,4,683.88
210eaf2a-056f-459a-8bd8-c91ed0094c98,29a96a4c-28c2-4e88-a992-c259065d4d9f,9eea6220-2ffa-45d2-a711-9fb4936b0287,2024-06-12,Serve life media join high.,1,332.56
afebce27-a5f1-4e63-a035-24f8bc4a46ef,7277a7d5-a4c0-44b1-9585-6b8a3f8e0c4d,c813d327-b431-4bca-ae22-21bcb512383a,2024-08-09,Owner authority participant skin audience.,4,1151.96
10c13d0a-4f84-48ff-b798-4108c7b3f2fc,8501bda5-6536-4df8-8309-c520551dbe51,26494d10-29cd-4f21-900e-2b2ea992c4ed,2024-08-26,Many rate nature remain seek.,4,1414.44
0019f39c-2ddb-439f-9c77-7caca193fc6a,31c82718-519f-4cf5-9223-e6fdf15b2a31,2cf49524-54b6-49ab-bc40-7bcb19063250,2024-06-11,Form seek serve into discussion world detail.,1,345.0
fe6ce4b8-052d-405c-809b-b6f5ba8699a2,855cdc41-5187-4354-8dce-52dc1b7ecefa,09de8aad-1128-444e-a294-206450769d8a,2024-08-18,Structure follow Mrs pass yet certain.,2,603.56
f2cd393b-ad5f-4440-8e0e-70c3674b1a2f,281d88b3-195a-4bfa-9c08-f1d4462a1af4,acaaab18-a622-4f2a-b73a-b16ab82f39a8,2024-05-09,Address PM with himself whose economy soldier.,1,383.93
56a8c3b9-fef9-4971-b6f6-76eda67fee75,0379235b-ce35-477e-9b00-9a79335ff1d4,2c03d633-3ef8-4b04-a398-7a26a690f2d5,2024-08-28,Program carry energy discussion operation record.,1,303.82
9c939471-2509-4bec-a5b4-874e6acaf6dc,af068c88-da55-4b69-8783-7cb5fb754d96,4d2c3873-b449-434a-b997-4626e09c5094,2024-06-23,Line audience per price build base.,9,690.66
fb52ac64-6b83-4309-8167-aba37f3c2f85,549f1653-5b64-4919-9c6f-a906c0c62668,e4084884-2bcd-4f48-a3b5-d75f8518a91e,2024-08-27,Her police who back it.,4,1411.32
5ebb9331-14cc-40cc-b220-74b20d255d15,f0eda40f-4519-4a8d-9bc1-eefd668377e9,203bdc7a-cc96-4c1a-b841-4766a0e5332b,2024-05-07,Task material go phone.,1,131.4
6f62f230-fdad-4aa6-98ff-04a61130dcc2,25ea7556-e287-4b6d-b489-5a9a59aa96bb,ed6d93b8-59ce-47f8-9cab-7fe0c781f0a3,2024-03-30,Computer owner protect hot admit.,1,103.64
0ff181d3-b821-4557-8c7a-7fc900fafbb2,ae5f8564-6bc3-46d7-b682-198121955bc5,11ccabba-1cd1-44d7-8d85-81234d5436bd,2024-01-31,Fact chance card sound.,1,410.36
d3ce798b-3aca-4020-a36d-deb0428414ec,411100d5-bb98-408a-90ce-68517e97e511,b892b833-5386-4c2f-acf0-836d4380ca70,2024-08-22,College lose trouble her research.,3,1456.71
1e42663d-a39b-4fa3-ac93-909b53f005dc,13906b3b-b1d2-4d16-8669-0a512e0a86cc,cf76ba78-8f17-42f4-9976-9c8a7cfd74c3,2024-02-19,Second six remember take.,1,281.59
9354c901-5358-4a99-b8df-58e3e26a6438,4f0a0d62-e2a7-4f3f-a056-31b1125f8895,3c92fd11-a2d6-4cb9-91d4-6d89b2880f1a,2024-08-09,Training resource no.,2,194.1
0822e18b-4448-47ae-bd54-3e053c55ddf4,e1957899-aeb9-4f62-9f0a-4e0294f35ccd,d117350e-59e8-4225-beaf-c4c088517c72,2024-08-06,Teach old later beat position now note.,3,364.89
be777965-3d70-454e-b0d2-95f65c00a7a7,4ed9691e-34c8-4410-8d4a-207c17e14ef0,510f001a-bc6e-4bb4-b72f-45daea5387ca,2024-04-04,Figure physical can nature same group officer concern.,1,299.71
be100769-845e-42c0-93a0-885dce6d6416,ea26ee5a-3a84-41c2-870f-b628d4481def,130a471f-840a-4c2c-8438-7cb38d868b01,2024-09-01,While opportunity magazine.,1,79.18
ccfdbdef-afc2-48f4-be60-86ffee0605a2,eca07860-3ca6-4173-9738-cd443b7b6e7c,c6ac4d5e-7943-4b43-953f-ca0a6354b90b,2024-04-04,Call try quite anything century.,8,2394.0
080d3192-82e1-4408-a94e-600f6c4087e8,a91cccdd-04d7-43c7-9b19-eb2d2d8c1607,c46691e6-3236-4487-adf1-92f5622d8762,2024-08-21,Bar whose his current issue.,6,558.12
42b5c83c-8c55-4f6a-9cfe-01b543065fef,b6a620d8-beb5-44fe-9917-1a4b07a43f6d,6d3c0f8c-d5be-4fb0-ac00-ffe7e1fcdc68,2024-05-09,Form own city contain both box material.,1,257.43
2183c1a2-ef09-44da-9afc-47ece4629ac4,b9ba9493-6bcb-46a8-ad13-05b7159f16c7,4a98533d-c47a-47cf-bb0b-9ad61d68aba7,2024-06-14,Hotel example clearly hotel account foot.,3,259.5
dcece87b-03c1-47bf-83be-ed314be1d35a,b60ab38f-46d9-4a0a-8caa-d84c739fe3e2,bca4293a-6512-4b56-a965-912b937c8f6b,2024-08-07,Yet goal memory reduce ever lose.,4,1140.36
9093765d-c4ab-4a8c-84ae-6fdd5ae57fd0,5aea1da5-6c8b-4011-942f-903b477c8b5d,a91447fd-2eee-455a-b8ff-f6d8e6042a84,2024-09-02,Sign east finish investment dark not car image.,2,789.76
f53ba8ac-b809-40b3-9f39-55fc0e65c634,a03e6cbb-e42a-4323-bcd8-79d1b87ef380,f875ce56-452f-4b7e-87b2-1c5742ca57c8,2024-06-12,Entire feel trouble.,4,1292.56
d47c8a5f-b9ee-4146-83bb-bbc79696299c,4cff1dd4-92e6-4b1e-85c4-bb6844fff65c,8a77e183-402c-43bf-a421-3fe789db1953,2024-07-02,Top man relate dark full TV without.,4,1294.48
1bd82e1c-88b3-4620-a66f-13af5d307dfd,444460eb-27f2-40b0-a06c-fff513e1ec39,861bda16-84e0-4eeb-96d7-8b0d9a5a1d0f,2024-03-29,City paper list work blue possible.,3,1406.01
6e4b4bfd-3c3d-4f19-b75a-a05fa3728000,3e520337-43a4-4672-8b8f-810a25f397b9,919a5577-eb63-45c5-b754-6f5857f008c0,2024-09-01,Nature remember concern tell.,4,1276.24
